IDnum,Buy,Income,Sex,Mailed,Age,Marital Status,Occupation,Education Level,Geographic Location,Online Behavior,Device Usage,Social Media Activity,Loyalty Program Membership,Previous Interactions with Ads,Shopping Preferences,Life Events,Frequency of Purchase,Average Transaction Value,Product Preferences
2170,Yes,100k-119k,Female,Yes,35-44,Married,Blue-Collar,Bachelor,Suburban,High,Tablet,Low,Member,Not Shown,Online,Marriage,Occasional,350-399,Grocery
3784,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,High,Desktop,High,Non-Member,Ignored,In-store,None,Frequent,50-99,Health & Beauty
3714,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Mobile,Low,Non-Member,Not Shown,In-store,Childbirth,Frequent,10-49,Home & Garden
1813,No,140k-159k,Male,Yes,55-64,Married,White-Collar,Bachelor,Suburban,High,Mobile,High,Non-Member,Ignored,Online,Marriage,Rare,200-249,Health & Beauty
4659,Yes,80k-99k,Female,Yes,55-64,Married,Blue-Collar,Bachelor,Rural,High,Tablet,Low,Member,Not Shown,Online,Marriage,Occasional,150-199,Clothing
4819,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Low,Desktop,High,Non-Member,Clicked,In-store,Moving,Occasional,50-99,Electronics
3476,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,High,Desktop,Low,Non-Member,Clicked,In-store,Marriage,Rare,50-99,Home & Garden
3951,No,160k-179k,Female,No,55-64,Married,White-Collar,Graduate,Urban,High,Mobile,High,Member,Not Shown,In-store,Moving,Rare,450-500,Health & Beauty
274,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Rural,High,Mobile,Medium,Non-Member,Ignored,In-store,Moving,Frequent,10-49,Home & Garden
2506,Yes,120k-139k,Female,No,35-44,Married,White-Collar,Graduate,Rural,High,Tablet,Medium,Member,Not Shown,Online,Marriage,Rare,100-149,Home & Garden
615,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Low,Tablet,Low,Non-Member,Clicked,In-store,Moving,Occasional,50-99,Clothing
2444,Yes,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,Low,Tablet,Low,Non-Member,Not Shown,In-store,Moving,Occasional,10-49,Electronics
3812,Yes,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Suburban,Low,Tablet,Low,Non-Member,Clicked,In-store,Childbirth,Rare,10-49,Grocery
2269,No,140k-159k,Male,No,45-54,Single,White-Collar,Graduate,Suburban,High,Desktop,Medium,Non-Member,Not Shown,In-store,None,Frequent,100-149,Grocery
2180,No,20k-39k,Male,No,65+,Single,Blue-Collar,High School,Rural,Low,Mobile,High,Non-Member,Clicked,In-store,None,Rare,10-49,Grocery
871,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Low,Mobile,Medium,Non-Member,Ignored,In-store,Childbirth,Occasional,10-49,Electronics
1303,Yes,80k-99k,Female,Yes,35-44,Married,White-Collar,Bachelor,Suburban,High,Tablet,Medium,Member,Clicked,Online,Marriage,Rare,150-199,Health & Beauty
441,No,80k-99k,Male,No,35-44,Married,Blue-Collar,Graduate,Rural,Medium,Desktop,High,Member,Not Shown,Online,Moving,Frequent,300-349,Clothing
2547,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Medium,Tablet,Medium,Non-Member,Clicked,In-store,Marriage,Occasional,50-99,Health & Beauty
1620,Yes,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Medium,Mobile,Low,Non-Member,Clicked,In-store,Childbirth,Frequent,10-49,Clothing
2722,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Medium,Mobile,High,Non-Member,Not Shown,In-store,Marriage,Frequent,50-99,Home & Garden
2065,No,40k-59k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,Low,Desktop,Low,Non-Member,Ignored,In-store,None,Frequent,50-99,Home & Garden
630,Yes,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Medium,Mobile,Low,Non-Member,Ignored,In-store,None,Frequent,50-99,Health & Beauty
4701,No,140k-159k,Female,Yes,35-44,Married,White-Collar,Bachelor,Urban,Low,Tablet,Medium,Member,Clicked,In-store,Moving,Occasional,150-199,Electronics
3064,No,140k-159k,Female,Yes,35-44,Married,Blue-Collar,Bachelor,Suburban,Medium,Mobile,Low,Non-Member,Clicked,Online,Marriage,Occasional,150-199,Grocery
1374,No,140k-159k,Male,No,45-54,Single,Blue-Collar,Bachelor,Rural,High,Desktop,Low,Member,Not Shown,Online,Marriage,Rare,150-199,Home & Garden
2820,No,100k-119k,Female,No,55-64,Married,White-Collar,Bachelor,Suburban,Medium,Mobile,Low,Member,Clicked,Online,None,Frequent,250-299,Clothing
910,Yes,100k-119k,Female,Yes,35-44,Single,Blue-Collar,Bachelor,Rural,Medium,Desktop,Low,Member,Clicked,Online,Childbirth,Frequent,150-199,Grocery
2457,Yes,80k-99k,Female,Yes,45-54,Single,White-Collar,Graduate,Suburban,High,Tablet,Low,Member,Clicked,Online,None,Frequent,350-399,Electronics
1614,No,120k-139k,Male,No,55-64,Married,Blue-Collar,Graduate,Urban,Low,Desktop,Low,Member,Not Shown,Online,Childbirth,Occasional,100-149,Home & Garden
1436,No,140k-159k,Female,No,35-44,Married,White-Collar,Graduate,Urban,Low,Desktop,Low,Member,Not Shown,Online,None,Frequent,100-149,Home & Garden
223,Yes,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Rural,High,Tablet,High,Non-Member,Not Shown,In-store,Marriage,Frequent,10-49,Electronics
3786,No,140k-159k,Female,No,45-54,Single,White-Collar,Bachelor,Urban,High,Desktop,High,Member,Ignored,In-store,None,Rare,450-500,Clothing
3433,No,180k-200k,Female,No,55-64,Married,White-Collar,Bachelor,Rural,High,Mobile,High,Member,Not Shown,Online,Marriage,Frequent,200-249,Clothing
1738,No,180k-200k,Female,No,45-54,Married,Blue-Collar,Bachelor,Suburban,High,Tablet,High,Member,Clicked,Online,Childbirth,Rare,300-349,Electronics
2443,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,Medium,Desktop,Medium,Non-Member,Ignored,In-store,None,Frequent,50-99,Clothing
1662,No,80k-99k,Male,No,55-64,Single,White-Collar,Graduate,Urban,High,Tablet,Low,Member,Not Shown,Online,None,Frequent,150-199,Grocery
4387,Yes,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,Medium,Desktop,High,Non-Member,Ignored,In-store,None,Frequent,10-49,Grocery
478,Yes,120k-139k,Female,Yes,35-44,Married,White-Collar,Graduate,Rural,Low,Desktop,Low,Member,Clicked,Online,None,Occasional,400-449,Home & Garden
3689,Yes,160k-179k,Female,Yes,45-54,Single,White-Collar,Bachelor,Urban,Low,Mobile,Medium,Member,Clicked,In-store,Moving,Rare,450-500,Health & Beauty
3921,Yes,160k-179k,Female,Yes,45-54,Married,White-Collar,Graduate,Rural,Medium,Tablet,Low,Member,Not Shown,Online,None,Occasional,250-299,Health & Beauty
2510,Yes,140k-159k,Male,Yes,35-44,Single,Blue-Collar,Bachelor,Suburban,Medium,Mobile,High,Member,Not Shown,Online,Marriage,Frequent,300-349,Health & Beauty
3006,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Desktop,Low,Non-Member,Not Shown,In-store,Marriage,Occasional,50-99,Electronics
72,Yes,140k-159k,Male,Yes,55-64,Married,White-Collar,Graduate,Urban,High,Desktop,Medium,Member,Not Shown,Online,None,Rare,450-500,Grocery
30,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Low,Desktop,High,Non-Member,Ignored,In-store,None,Occasional,50-99,Home & Garden
2782,Yes,160k-179k,Female,Yes,55-64,Married,Blue-Collar,Graduate,Suburban,Medium,Mobile,High,Member,Ignored,Online,Marriage,Occasional,300-349,Electronics
217,No,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Low,Mobile,Low,Non-Member,Not Shown,In-store,Childbirth,Occasional,10-49,Electronics
4480,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,Low,Mobile,Low,Non-Member,Clicked,In-store,None,Rare,50-99,Clothing
1161,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,Low,Mobile,Medium,Non-Member,Not Shown,In-store,Childbirth,Occasional,10-49,Health & Beauty
1751,No,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Medium,Mobile,Medium,Non-Member,Clicked,In-store,Childbirth,Rare,10-49,Health & Beauty
395,Yes,180k-200k,Male,Yes,55-64,Single,Blue-Collar,Bachelor,Rural,Medium,Desktop,Medium,Member,Not Shown,Online,Childbirth,Rare,200-249,Grocery
4876,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,Low,Desktop,Low,Non-Member,Not Shown,In-store,Moving,Rare,10-49,Home & Garden
2143,Yes,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,High,Mobile,Medium,Non-Member,Clicked,In-store,None,Occasional,50-99,Health & Beauty
2758,No,160k-179k,Male,No,35-44,Single,Blue-Collar,Graduate,Rural,High,Mobile,Medium,Member,Clicked,In-store,Marriage,Occasional,200-249,Clothing
1697,No,120k-139k,Female,No,45-54,Married,Blue-Collar,Bachelor,Suburban,Low,Mobile,High,Member,Ignored,Online,Childbirth,Frequent,450-500,Electronics
1009,No,100k-119k,Female,No,55-64,Married,Blue-Collar,Graduate,Suburban,High,Tablet,High,Member,Clicked,In-store,Marriage,Rare,100-149,Health & Beauty
211,No,100k-119k,Female,No,55-64,Single,Blue-Collar,Bachelor,Rural,Low,Tablet,Medium,Member,Clicked,Online,Moving,Rare,300-349,Clothing
4389,Yes,120k-139k,Female,Yes,45-54,Married,White-Collar,Bachelor,Rural,High,Tablet,High,Member,Clicked,In-store,Marriage,Rare,450-500,Electronics
2941,No,140k-159k,Female,No,35-44,Single,White-Collar,Bachelor,Suburban,High,Desktop,High,Member,Not Shown,In-store,Moving,Occasional,350-399,Clothing
1713,Yes,100k-119k,Female,No,45-54,Married,White-Collar,Bachelor,Urban,Low,Mobile,Medium,Non-Member,Not Shown,Online,Marriage,Occasional,150-199,Clothing
2343,No,100k-119k,Female,No,55-64,Single,Blue-Collar,Bachelor,Urban,Low,Mobile,Low,Member,Ignored,Online,None,Rare,450-500,Clothing
3727,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Mobile,High,Non-Member,Ignored,In-store,Marriage,Occasional,10-49,Electronics
1038,Yes,80k-99k,Female,No,45-54,Married,Blue-Collar,Bachelor,Suburban,Low,Mobile,Low,Member,Clicked,Online,Childbirth,Occasional,300-349,Health & Beauty
1733,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Desktop,Low,Non-Member,Ignored,In-store,Childbirth,Frequent,10-49,Home & Garden
3364,Yes,100k-119k,Female,Yes,55-64,Married,White-Collar,Graduate,Rural,Medium,Mobile,Low,Member,Ignored,Online,Moving,Occasional,200-249,Electronics
4667,Yes,120k-139k,Female,Yes,35-44,Married,Blue-Collar,Bachelor,Suburban,High,Tablet,Low,Member,Clicked,Online,Marriage,Rare,250-299,Home & Garden
4106,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,Medium,Desktop,Low,Non-Member,Ignored,In-store,Childbirth,Occasional,50-99,Grocery
2293,Yes,120k-139k,Male,Yes,35-44,Single,White-Collar,Bachelor,Urban,Low,Mobile,Low,Member,Not Shown,Online,None,Frequent,300-349,Health & Beauty
4836,Yes,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Medium,Tablet,Medium,Non-Member,Clicked,In-store,None,Frequent,10-49,Grocery
3981,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,Low,Desktop,High,Non-Member,Not Shown,In-store,Childbirth,Frequent,10-49,Home & Garden
2558,No,180k-200k,Male,No,45-54,Married,Blue-Collar,Graduate,Rural,Medium,Tablet,Low,Non-Member,Ignored,Online,Marriage,Frequent,150-199,Grocery
2183,Yes,160k-179k,Female,Yes,35-44,Single,White-Collar,Bachelor,Rural,Medium,Tablet,High,Member,Ignored,Online,None,Rare,200-249,Electronics
2433,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Medium,Desktop,Low,Non-Member,Not Shown,In-store,None,Rare,10-49,Health & Beauty
3413,No,180k-200k,Female,No,45-54,Married,White-Collar,Graduate,Rural,Medium,Desktop,Low,Member,Not Shown,In-store,Marriage,Occasional,100-149,Health & Beauty
250,Yes,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Rural,Medium,Mobile,Medium,Non-Member,Ignored,In-store,None,Occasional,50-99,Home & Garden
198,Yes,100k-119k,Male,No,55-64,Single,Blue-Collar,Bachelor,Rural,Low,Mobile,High,Member,Ignored,Online,Moving,Frequent,400-449,Clothing
4534,Yes,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,High,Desktop,High,Non-Member,Not Shown,In-store,None,Frequent,10-49,Electronics
3117,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,High,Mobile,High,Non-Member,Ignored,In-store,Moving,Frequent,10-49,Home & Garden
958,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,High,Mobile,High,Non-Member,Not Shown,In-store,None,Frequent,10-49,Home & Garden
39,Yes,160k-179k,Female,Yes,45-54,Single,Blue-Collar,Graduate,Rural,Low,Desktop,Medium,Member,Clicked,In-store,Moving,Occasional,300-349,Health & Beauty
131,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Suburban,Low,Tablet,Medium,Non-Member,Not Shown,In-store,Childbirth,Frequent,50-99,Home & Garden
1450,Yes,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Mobile,Medium,Non-Member,Ignored,In-store,Childbirth,Rare,10-49,Grocery
1173,No,100k-119k,Female,No,35-44,Single,White-Collar,Bachelor,Suburban,High,Mobile,Low,Member,Not Shown,Online,Moving,Occasional,300-349,Electronics
3855,Yes,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,High,Desktop,High,Non-Member,Ignored,In-store,Childbirth,Rare,10-49,Clothing
1962,No,160k-179k,Female,No,35-44,Married,Blue-Collar,Graduate,Rural,Low,Mobile,Low,Member,Ignored,Online,None,Rare,250-299,Home & Garden
3920,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Rural,Low,Tablet,High,Non-Member,Ignored,In-store,Marriage,Occasional,10-49,Health & Beauty
2544,Yes,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Low,Non-Member,Ignored,In-store,None,Occasional,10-49,Clothing
587,Yes,140k-159k,Male,No,45-54,Single,Blue-Collar,Bachelor,Suburban,Low,Mobile,Low,Non-Member,Ignored,In-store,Marriage,Frequent,150-199,Clothing
157,Yes,120k-139k,Male,Yes,35-44,Single,Blue-Collar,Bachelor,Urban,Medium,Desktop,Medium,Member,Ignored,Online,Moving,Occasional,400-449,Home & Garden
4979,No,80k-99k,Female,No,55-64,Married,White-Collar,Graduate,Rural,Low,Desktop,High,Member,Ignored,Online,None,Frequent,250-299,Electronics
1690,No,100k-119k,Male,Yes,55-64,Married,Blue-Collar,Bachelor,Suburban,High,Desktop,Medium,Member,Clicked,Online,Childbirth,Frequent,350-399,Home & Garden
1833,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Tablet,Low,Non-Member,Not Shown,In-store,Childbirth,Occasional,10-49,Home & Garden
584,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Medium,Desktop,High,Non-Member,Clicked,In-store,Moving,Occasional,10-49,Grocery
4855,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,High,Mobile,Low,Non-Member,Clicked,In-store,Moving,Rare,10-49,Clothing
4251,Yes,140k-159k,Female,No,55-64,Married,White-Collar,Bachelor,Urban,Medium,Mobile,Low,Non-Member,Ignored,Online,Childbirth,Occasional,150-199,Home & Garden
4264,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Medium,Non-Member,Not Shown,In-store,Childbirth,Frequent,10-49,Electronics
4820,Yes,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Mobile,Medium,Non-Member,Clicked,In-store,None,Rare,50-99,Grocery
4987,Yes,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Low,Tablet,Low,Non-Member,Clicked,In-store,Moving,Frequent,10-49,Grocery
1192,Yes,80k-99k,Male,Yes,35-44,Married,White-Collar,Bachelor,Rural,High,Tablet,High,Member,Clicked,Online,Marriage,Frequent,450-500,Grocery
3050,No,180k-200k,Male,No,35-44,Single,Blue-Collar,Bachelor,Urban,Low,Mobile,High,Member,Not Shown,Online,Childbirth,Rare,250-299,Electronics
2892,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,High,Mobile,Medium,Non-Member,Not Shown,In-store,Marriage,Rare,50-99,Grocery
3390,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Medium,Desktop,Medium,Non-Member,Clicked,In-store,Marriage,Frequent,10-49,Health & Beauty
3048,Yes,100k-119k,Male,Yes,55-64,Single,White-Collar,Bachelor,Rural,High,Desktop,Medium,Non-Member,Clicked,Online,None,Rare,150-199,Home & Garden
1596,No,100k-119k,Female,No,45-54,Single,White-Collar,Bachelor,Rural,Medium,Mobile,Medium,Member,Ignored,Online,None,Frequent,200-249,Health & Beauty
1098,No,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Medium,Desktop,Medium,Non-Member,Not Shown,In-store,None,Rare,10-49,Health & Beauty
688,Yes,120k-139k,Female,Yes,35-44,Married,White-Collar,Graduate,Urban,High,Tablet,Low,Non-Member,Not Shown,Online,Childbirth,Occasional,250-299,Clothing
4448,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,Medium,Desktop,High,Non-Member,Not Shown,In-store,Moving,Rare,50-99,Electronics
663,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,High,Mobile,High,Non-Member,Clicked,In-store,None,Rare,10-49,Health & Beauty
37,Yes,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Medium,Tablet,Medium,Non-Member,Clicked,In-store,None,Occasional,10-49,Electronics
4514,No,180k-200k,Female,No,35-44,Single,White-Collar,Graduate,Suburban,Low,Mobile,High,Member,Clicked,Online,Marriage,Frequent,450-500,Clothing
4909,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Suburban,Low,Desktop,Medium,Non-Member,Not Shown,In-store,Moving,Rare,50-99,Electronics
2234,Yes,160k-179k,Female,Yes,35-44,Single,Blue-Collar,Bachelor,Rural,Medium,Mobile,Medium,Member,Ignored,Online,None,Frequent,200-249,Electronics
653,Yes,180k-200k,Male,Yes,45-54,Single,Blue-Collar,Bachelor,Rural,Low,Desktop,Low,Non-Member,Not Shown,In-store,None,Frequent,300-349,Clothing
3294,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Medium,Tablet,Low,Non-Member,Clicked,In-store,Marriage,Occasional,50-99,Clothing
1676,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,Low,Desktop,High,Non-Member,Ignored,In-store,Marriage,Occasional,10-49,Health & Beauty
4832,No,100k-119k,Female,No,55-64,Married,White-Collar,Graduate,Rural,Low,Mobile,Medium,Non-Member,Ignored,Online,Marriage,Occasional,150-199,Clothing
1194,No,160k-179k,Female,No,35-44,Married,Blue-Collar,Graduate,Suburban,Medium,Mobile,Low,Non-Member,Ignored,Online,None,Occasional,250-299,Electronics
2751,Yes,160k-179k,Male,Yes,45-54,Married,Blue-Collar,Graduate,Rural,High,Tablet,Low,Member,Ignored,Online,Childbirth,Occasional,200-249,Electronics
1039,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Desktop,Low,Non-Member,Clicked,In-store,Childbirth,Frequent,50-99,Home & Garden
4628,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Rural,Medium,Desktop,High,Non-Member,Ignored,In-store,Marriage,Frequent,10-49,Health & Beauty
4495,No,140k-159k,Female,Yes,45-54,Married,White-Collar,Bachelor,Suburban,High,Desktop,Medium,Non-Member,Clicked,Online,Childbirth,Occasional,300-349,Grocery
205,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Low,Non-Member,Clicked,In-store,Childbirth,Frequent,10-49,Electronics
1788,No,100k-119k,Female,No,55-64,Married,Blue-Collar,Graduate,Suburban,Low,Mobile,Medium,Member,Clicked,Online,Childbirth,Rare,400-449,Electronics
2945,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,High,Tablet,High,Non-Member,Ignored,In-store,None,Rare,10-49,Electronics
4831,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,High,Tablet,Low,Non-Member,Not Shown,In-store,Marriage,Occasional,50-99,Home & Garden
2534,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Medium,Non-Member,Ignored,In-store,None,Rare,50-99,Health & Beauty
1579,No,100k-119k,Male,No,35-44,Married,White-Collar,Bachelor,Rural,Low,Tablet,Medium,Member,Not Shown,Online,Moving,Frequent,450-500,Home & Garden
2639,Yes,160k-179k,Male,Yes,35-44,Single,White-Collar,Graduate,Suburban,Medium,Desktop,Low,Non-Member,Clicked,Online,Moving,Rare,300-349,Health & Beauty
2768,Yes,180k-200k,Female,Yes,55-64,Married,Blue-Collar,Bachelor,Suburban,Low,Desktop,Medium,Non-Member,Ignored,Online,Marriage,Rare,100-149,Health & Beauty
1190,No,100k-119k,Male,No,55-64,Married,Blue-Collar,Bachelor,Urban,High,Tablet,High,Member,Clicked,In-store,Childbirth,Frequent,200-249,Electronics
2327,No,80k-99k,Female,No,45-54,Single,Blue-Collar,Bachelor,Rural,Low,Mobile,High,Non-Member,Ignored,In-store,None,Frequent,100-149,Electronics
1362,No,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Low,Non-Member,Not Shown,In-store,Childbirth,Occasional,50-99,Grocery
1330,No,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Medium,Mobile,High,Non-Member,Not Shown,In-store,Marriage,Rare,50-99,Clothing
3597,Yes,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Low,Desktop,Medium,Non-Member,Ignored,In-store,Marriage,Rare,50-99,Clothing
2801,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,Medium,Desktop,Medium,Non-Member,Clicked,In-store,None,Frequent,10-49,Clothing
4137,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Rural,Low,Mobile,Medium,Non-Member,Not Shown,In-store,Moving,Rare,10-49,Electronics
158,No,120k-139k,Female,No,45-54,Single,White-Collar,Graduate,Rural,Medium,Tablet,Low,Non-Member,Not Shown,Online,Childbirth,Frequent,100-149,Clothing
3200,Yes,100k-119k,Male,Yes,35-44,Single,White-Collar,Graduate,Rural,Medium,Tablet,High,Member,Not Shown,Online,None,Frequent,150-199,Grocery
3642,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Medium,Mobile,Medium,Non-Member,Clicked,In-store,Childbirth,Rare,10-49,Electronics
